%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1536679210152224999,0.0,0.0,0.0,0.0,0.0,0.0
1536679210185647943,0.0,0.0,0.0,0.0,0.0,0.0
1536679210200208840,0.0248484909534,0.0,0.0,0.0,0.0,0.0
1536679210208430748,0.0497130453587,0.0,0.0,0.0,0.0,0.0
1536679210216237916,0.0870098769665,0.0,0.0,0.0,0.0,0.0
1536679210220220768,0.136738985777,0.0,0.0,0.0,0.0,0.0
1536679210228245483,0.203044474125,0.0,0.0,0.0,0.0,0.0
1536679210236347697,0.273510098457,0.0,0.0,0.0,0.0,0.0
1536679210244452088,0.364680111408,0.0,0.0,0.0,0.0,0.0
1536679210253037068,0.451706051826,0.0,0.0,0.0,0.0,0.0
1536679210260511633,0.5,0.0,0.0,0.0,0.0,0.0
1536679210264170155,0.602151095867,0.0,0.0,0.0,0.0,0.0
1536679210272250423,0.697465181351,0.0,0.0,0.0,0.0,0.0
1536679210280394124,0.780363082886,0.0,0.0,0.0,0.0,0.0
1536679210288362149,0.850812673569,0.0,0.0,0.0,0.0,0.0
1536679210296642772,0.908829927444,0.0,0.0,0.0,0.0,0.0
1536679210304289435,0.95027089119,0.0,0.0,0.0,0.0,0.0
1536679210312172790,0.98342359066,0.0,0.0,0.0,0.0,0.0
1536679210316111953,1.0,0.0,0.0,0.0,0.0,0.0
1536679210349707217,1.0,0.0,0.0,0.0,0.0,0.0
1536679210383098080,1.0,0.0,0.0,0.0,0.0,0.0
1536679210416678649,1.0,0.0,0.0,0.0,0.0,0.0
1536679210448834157,0.954414963722,0.0,0.0,0.0,0.0,0.0
1536679210456366391,0.912974059582,0.0,0.0,0.0,0.0,0.0
1536679210464194177,0.850812673569,0.0,0.0,0.0,0.0,0.0
1536679210472624423,0.776219010353,0.0,0.0,0.0,0.0,0.0
1536679210480322943,0.685032904148,0.0,0.0,0.0,0.0,0.0
1536679210488412809,0.577286541462,0.0,0.0,0.0,0.0,0.0
1536679210496205027,0.5,0.0,0.0,0.0,0.0,0.0
1536679210500110824,0.389544665813,0.0,0.0,0.0,0.0,0.0
1536679210508269022,0.290086448193,0.0,0.0,0.0,0.0,0.0
1536679210516399109,0.19890037179,0.0,0.0,0.0,0.0,0.0
1536679210524396132,0.128450810909,0.0,0.0,0.0,0.0,0.0
1536679210532164817,0.0704334974289,0.0,0.0,0.0,0.0,0.0
1536679210540529878,0.0289925932884,0.0,0.0,0.0,0.0,0.0
1536679210548278754,0.00412803888321,0.0,0.0,0.0,0.0,0.0
1536679210552180603,0.0,0.0,0.0,0.0,0.0,0.0
1536679210585624212,0.0,0.0,0.0,0.0,0.0,0.0
1536679210619058112,0.0,0.0,0.0,0.0,0.0,0.0
1536679210652615841,0.0,0.0,0.0,0.0,0.0,0.0
1536679210685848099,0.0,0.0,0.0,0.0,0.0,0.0
1536679210719457512,0.0,0.0,0.0,0.0,0.0,0.0
1536679210752834994,0.0,0.0,0.0,0.0,0.0,0.0
1536679210786100734,0.0,0.0,0.0,0.0,0.0,0.0
1536679210819505134,0.0,0.0,0.0,0.0,0.0,0.0
1536679210852936433,0.0,0.0,0.0,0.0,0.0,0.0
1536679210886451765,0.0,0.0,0.0,0.0,0.0,0.0
1536679210919878251,0.0,0.0,0.0,0.0,0.0,0.0
1536679210953377507,0.0,0.0,0.0,0.0,0.0,0.0
1536679210986662787,0.0,0.0,0.0,0.0,0.0,0.0
1536679211020024767,0.0,0.0,0.0,0.0,0.0,0.0
1536679211053510013,0.0,0.0,0.0,0.0,0.0,0.0
1536679211086866643,0.0,0.0,0.0,0.0,0.0,0.0
1536679211120321798,0.0,0.0,0.0,0.0,0.0,0.0
1536679211153743700,0.0,0.0,0.0,0.0,0.0,0.0
1536679211187205041,0.0,0.0,0.0,0.0,0.0,0.0
1536679211220766070,0.0,0.0,0.0,0.0,0.0,0.0
1536679211254453190,0.0,0.0,0.0,0.0,0.0,0.0
1536679211287944913,0.0,0.0,0.0,0.0,0.0,0.0
1536679211321164435,0.0,0.0,0.0,0.0,0.0,0.0
1536679211354745533,0.0,0.0,0.0,0.0,0.0,0.0
1536679211387812196,0.0,0.0,0.0,0.0,0.0,0.0
1536679211421193751,0.0,0.0,0.0,0.0,0.0,0.0
1536679211454649744,0.0,0.0,0.0,0.0,0.0,0.0
1536679211488258038,0.0,0.0,0.0,0.0,0.0,0.0
1536679211521549914,0.0,0.0,0.0,0.0,0.0,0.0
1536679211554940695,0.0,0.0,0.0,0.0,0.0,0.0
1536679211588345889,0.0,0.0,0.0,0.0,0.0,0.0
1536679211621914684,0.0,0.0,0.0,0.0,0.0,0.0
1536679211655063646,0.0,0.0,0.0,0.0,0.0,0.0
1536679211688883289,0.0,0.0,0.0,0.0,0.0,0.0
1536679211722048482,0.0,0.0,0.0,0.0,0.0,0.0
1536679211755425596,0.0,0.0,0.0,0.0,0.0,0.0
1536679211788810062,0.0,0.0,0.0,0.0,0.0,0.0
1536679211822311598,0.0,0.0,0.0,0.0,0.0,0.0
1536679211855734981,0.0,0.0,0.0,0.0,0.0,0.0
1536679211889084548,0.0,0.0,0.0,0.0,0.0,0.0
1536679211922466111,0.0,0.0,0.0,0.0,0.0,0.0
1536679211955959103,0.0,0.0,0.0,0.0,0.0,0.0
1536679211989509356,0.0,0.0,0.0,0.0,0.0,0.0
1536679212023332000,0.0,0.0,0.0,0.0,0.0,0.0
1536679212056198562,0.0,0.0,0.0,0.0,0.0,0.0
1536679212089803703,0.0,0.0,0.0,0.0,0.0,0.0
1536679212123060537,0.0,0.0,0.0,0.0,0.0,0.0
1536679212156707079,0.0,0.0,0.0,0.0,0.0,0.0
1536679212189914947,0.0,0.0,0.0,0.0,0.0,0.0
1536679212223579426,0.0,0.0,0.0,0.0,0.0,0.0
1536679212256698280,0.0,0.0,0.0,0.0,0.0,0.0
1536679212290097112,0.0,0.0,0.0,0.0,0.0,0.0
1536679212323515370,0.0,0.0,0.0,0.0,0.0,0.0
1536679212356968447,0.0,0.0,0.0,0.0,0.0,0.0
1536679212390349101,0.0,0.0,0.0,0.0,0.0,0.0
1536679212423801942,0.0,0.0,0.0,0.0,0.0,0.0
1536679212457166630,0.0,0.0,0.0,0.0,0.0,0.0
1536679212490980724,0.0,0.0,0.0,0.0,0.0,0.0
1536679212524237374,0.0,0.0,0.0,0.0,0.0,0.0
1536679212557507457,0.0,0.0,0.0,0.0,0.0,0.0
1536679212591097931,0.0,0.0,0.0,0.0,0.0,0.0
1536679212625222313,0.0,0.0,0.0,0.0,0.0,0.0
1536679212658405560,0.0,0.0,0.0,0.0,0.0,0.0
1536679212691756383,0.0,0.0,0.0,0.0,0.0,0.0
1536679212725181476,0.0,0.0,0.0,0.0,0.0,0.0
1536679212759089609,0.0,0.0,0.0,0.0,0.0,0.0
1536679212792304190,0.0,0.0,0.0,0.0,0.0,0.0
1536679212825471588,0.0,0.0,0.0,0.0,0.0,0.0
1536679212858882319,0.0,0.0,0.0,0.0,0.0,0.0
1536679212892325613,0.0,0.0,0.0,0.0,0.0,0.0
1536679212925725391,0.0,0.0,0.0,0.0,0.0,0.0
1536679212959173121,0.0,0.0,0.0,0.0,0.0,0.0
1536679212992632382,0.0,0.0,0.0,0.0,0.0,0.0
1536679213025915208,0.0,0.0,0.0,0.0,0.0,0.0
1536679213059395505,0.0,0.0,0.0,0.0,0.0,0.0
1536679213092694460,0.0,0.0,0.0,0.0,0.0,0.0
1536679213126200080,0.0,0.0,0.0,0.0,0.0,0.0
1536679213159484216,0.0,0.0,0.0,0.0,0.0,0.0
1536679213192981844,0.0,0.0,0.0,0.0,0.0,0.0
1536679213226662885,0.0,0.0,0.0,0.0,0.0,0.0
1536679213261558208,0.0,0.0,0.0,0.0,0.0,0.0
1536679213293363603,0.0,0.0,0.0,0.0,0.0,0.0
1536679213326766570,0.0,0.0,0.0,0.0,0.0,0.0
